id,Machine_failure_pred,Machine_failure_prob
157530,0,0.0066
157531,0,0.0067
157532,0,0.0043
157533,0,0.0065
157534,0,0.0078
157535,0,0.0014
157536,0,0.0026
157537,0,0.0041
157538,0,0.002
157539,0,0.0046
157540,0,0.0018
157541,0,0.0019
157542,0,0.0017
157543,0,0.0009
157544,0,0.0119
157545,0,0.0012
157546,0,0.0039
157547,0,0.0145
157548,0,0.0071
157549,0,0.0009
157550,0,0.0026
157551,0,0.0028
157552,0,0.004
157553,0,0.0018
157554,1,0.9993
157555,0,0.0029
157556,0,0.0017
157557,0,0.0049
157558,0,0.0069
157559,0,0.0117
157560,0,0.0009
157561,0,0.0036
157562,0,0.0009
157563,0,0.0026
157564,0,0.0027
157565,0,0.0362
157566,0,0.0022
157567,0,0.004
157568,0,0.0029
157569,0,0.0012
157570,0,0.0008
157571,0,0.0009
157572,0,0.0012
157573,0,0.0099
157574,0,0.0122
157575,0,0.0028
157576,0,0.002
157577,0,0.0051
157578,0,0.0067
157579,0,0.0168
157580,0,0.0034
157581,0,0.0015
157582,0,0.0088
157583,0,0.0019
157584,0,0.0026
157585,0,0.0018
157586,0,0.0025
157587,0,0.0022
157588,0,0.0007
157589,0,0.0076
157590,0,0.0011
157591,0,0.001
157592,0,0.0031
157593,1,0.9716
157594,0,0.023
157595,0,0.004
157596,0,0.0034
157597,0,0.0013
157598,0,0.0071
157599,0,0.0045
157600,0,0.0048
157601,0,0.0005
157602,0,0.0067
157603,0,0.0016
157604,0,0.0069
157605,0,0.0005
157606,0,0.0045
157607,0,0.0016
157608,0,0.0026
157609,0,0.0052
157610,0,0.0023
157611,0,0.0009
157612,0,0.0015
157613,0,0.0005
157614,0,0.0048
157615,0,0.0113
157616,0,0.005
157617,0,0.0057
157618,0,0.0006
157619,0,0.001
157620,0,0.0028
157621,0,0.0006
157622,0,0.0014
157623,0,0.0004
157624,0,0.0009
157625,0,0.0009
157626,0,0.0029
157627,0,0.0036
157628,0,0.0031
157629,0,0.0096
157630,0,0.0015
157631,0,0.0071
157632,0,0.0095
157633,0,0.0022
157634,0,0.001
157635,0,0.006
157636,0,0.0081
157637,0,0.008
157638,0,0.0022
157639,0,0.0015
157640,0,0.0043
157641,0,0.0008
157642,0,0.0214
157643,0,0.002
157644,0,0.0009
157645,0,0.0004
157646,0,0.0058
157647,0,0.0005
157648,0,0.0061
157649,0,0.0068
157650,0,0.003
157651,0,0.0016
157652,0,0.0077
157653,0,0.0163
157654,0,0.0017
157655,0,0.0009
157656,0,0.0019
157657,0,0.0031
157658,0,0.002
157659,0,0.0026
157660,0,0.0011
157661,0,0.001
157662,0,0.0017
157663,0,0.0289
157664,0,0.0012
157665,0,0.0011
157666,0,0.0012
157667,0,0.001
157668,0,0.0185
157669,0,0.0039
157670,0,0.0019
157671,0,0.0027
157672,0,0.0015
157673,1,0.9999
157674,0,0.0012
157675,0,0.0042
157676,0,0.0004
157677,0,0.0017
157678,0,0.0012
157679,0,0.007
157680,0,0.0017
157681,0,0.0072
157682,0,0.002
157683,0,0.0032
157684,0,0.0063
157685,0,0.0038
157686,0,0.003
157687,0,0.0022
157688,0,0.0017
157689,0,0.0054
157690,0,0.0009
157691,0,0.0019
157692,0,0.0011
157693,0,0.0065
157694,0,0.0099
157695,0,0.0005
157696,0,0.0013
157697,0,0.0021
157698,0,0.0032
157699,0,0.0012
157700,0,0.0045
157701,0,0.0008
157702,0,0.0018
157703,0,0.002
157704,0,0.0046
157705,0,0.0019
157706,0,0.0118
157707,0,0.003
157708,0,0.0015
157709,0,0.0006
157710,0,0.0043
157711,0,0.0075
157712,0,0.0101
157713,0,0.0027
157714,0,0.0027
157715,0,0.0016
157716,0,0.0053
157717,0,0.0009
157718,0,0.0021
157719,0,0.0661
157720,0,0.0029
157721,0,0.0013
157722,0,0.0014
157723,0,0.0042
157724,0,0.0018
157725,0,0.0013
157726,0,0.0062
157727,0,0.0025
157728,0,0.0016
157729,0,0.0044
157730,0,0.0033
157731,0,0.0164
157732,0,0.005
157733,0,0.0061
157734,0,0.0028
157735,0,0.0018
157736,0,0.0044
157737,1,0.9916
157738,0,0.0005
157739,0,0.0016
157740,0,0.0039
157741,0,0.0019
157742,0,0.0025
157743,0,0.0023
157744,0,0.0018
157745,0,0.0092
157746,0,0.0025
157747,0,0.0008
157748,0,0.0128
157749,0,0.0025
157750,0,0.0025
157751,0,0.002
157752,0,0.0069
157753,0,0.0028
157754,0,0.0018
157755,0,0.0225
157756,0,0.0027
157757,0,0.0012
157758,0,0.0044
157759,0,0.002
157760,0,0.0012
157761,0,0.0012
157762,0,0.003
157763,0,0.0004
157764,0,0.0015
157765,0,0.0016
157766,0,0.0012
157767,0,0.0077
157768,0,0.0029
157769,0,0.0014
157770,0,0.0009
157771,0,0.0039
157772,0,0.002
157773,0,0.0017
157774,0,0.0037
157775,0,0.0029
157776,0,0.0009
157777,0,0.0008
157778,0,0.0037
157779,0,0.0008
157780,0,0.0015
157781,0,0.0011
157782,0,0.0007
157783,0,0.0026
157784,0,0.0054
157785,0,0.015
157786,0,0.0024
157787,0,0.0009
157788,0,0.0019
157789,0,0.0079
157790,0,0.0007
157791,0,0.0009
157792,0,0.0007
157793,0,0.0072
157794,0,0.0131
157795,0,0.0026
157796,0,0.0026
157797,0,0.0026
157798,0,0.0021
157799,0,0.0009
157800,0,0.0029
157801,0,0.0012
157802,0,0.0032
157803,0,0.0123
157804,0,0.0014
157805,0,0.0024
157806,0,0.0061
157807,0,0.0009
157808,0,0.0012
157809,0,0.0028
157810,0,0.0037
157811,0,0.0122
157812,0,0.0057
157813,0,0.0033
157814,0,0.0009
157815,0,0.0025
157816,0,0.0011
157817,0,0.0052
157818,0,0.0045
157819,0,0.0038
157820,0,0.0035
157821,0,0.0145
157822,0,0.0036
157823,0,0.001
157824,0,0.0028
157825,0,0.0011
157826,0,0.0012
157827,0,0.0064
157828,0,0.001
157829,0,0.0081
157830,0,0.0041
157831,0,0.0017
157832,0,0.0054
157833,0,0.0076
157834,0,0.0022
157835,0,0.0014
157836,0,0.0044
157837,0,0.0025
157838,0,0.0047
157839,0,0.0052
157840,0,0.005
157841,0,0.0007
157842,0,0.004
157843,0,0.0025
157844,0,0.0022
157845,0,0.0253
157846,0,0.0008
157847,0,0.0006
157848,0,0.0031
157849,0,0.0015
157850,0,0.0024
157851,0,0.0062
157852,0,0.0035
157853,0,0.0096
157854,0,0.0014
157855,0,0.002
157856,0,0.0082
157857,0,0.0009
157858,0,0.0015
157859,0,0.0042
157860,0,0.0039
157861,0,0.0024
157862,1,0.9898
157863,0,0.0003
157864,0,0.0101
157865,0,0.0012
157866,0,0.0046
157867,0,0.0067
157868,0,0.0012
157869,0,0.0017
157870,0,0.0021
157871,0,0.0013
157872,0,0.0007
157873,0,0.0047
157874,0,0.0015
157875,1,0.9927
157876,0,0.003
157877,0,0.0043
157878,0,0.0007
157879,0,0.0021
157880,0,0.0016
157881,0,0.0057
157882,0,0.0033
157883,0,0.0106
157884,0,0.0036
157885,0,0.0024
157886,0,0.0024
157887,0,0.0009
157888,0,0.002
157889,0,0.0014
157890,0,0.0126
157891,0,0.0032
157892,0,0.0012
157893,0,0.0014
157894,0,0.0058
157895,0,0.0073
157896,0,0.001
157897,0,0.003
157898,0,0.0009
157899,0,0.0019
157900,0,0.0021
157901,0,0.0016
157902,0,0.0017
157903,0,0.0031
157904,0,0.0016
157905,0,0.0014
157906,0,0.0007
157907,0,0.0008
157908,0,0.0009
157909,0,0.0015
157910,0,0.0017
157911,0,0.0006
157912,0,0.0029
157913,0,0.0099
157914,0,0.0052
157915,0,0.0026
157916,0,0.0037
157917,0,0.0031
157918,0,0.0012
157919,0,0.0051
157920,1,1.0
157921,0,0.0026
157922,0,0.003
157923,0,0.0041
157924,0,0.0022
157925,0,0.0062
157926,0,0.0015
157927,0,0.0014
157928,0,0.0012
157929,0,0.0009
157930,0,0.0003
157931,0,0.0091
157932,0,0.0006
157933,0,0.0061
157934,0,0.002
157935,0,0.0007
157936,0,0.0015
157937,0,0.0046
157938,0,0.0025
157939,0,0.0014
157940,0,0.0028
157941,0,0.0015
157942,0,0.0016
157943,0,0.0007
157944,0,0.0012
157945,0,0.0023
157946,0,0.0182
157947,0,0.0009
157948,0,0.0008
157949,0,0.0248
157950,0,0.0026
157951,0,0.0069
157952,0,0.0074
157953,0,0.0027
157954,0,0.0094
157955,0,0.0049
157956,0,0.0043
157957,0,0.0021
157958,0,0.0029
157959,0,0.0049
157960,0,0.0106
157961,0,0.0107
157962,0,0.0006
157963,0,0.0236
157964,0,0.0052
157965,0,0.0054
157966,1,0.9863
157967,0,0.0014
157968,0,0.0007
157969,0,0.0026
157970,0,0.0006
157971,0,0.0047
157972,0,0.0015
157973,0,0.0029
157974,0,0.005
157975,0,0.0015
157976,0,0.0039
157977,0,0.0262
157978,0,0.0011
157979,0,0.0058
157980,0,0.0018
157981,0,0.0002
157982,0,0.0033
157983,0,0.0002
157984,0,0.0019
157985,0,0.0011
157986,0,0.0052
157987,0,0.0023
157988,0,0.0011
157989,0,0.0026
157990,0,0.001
157991,0,0.0014
157992,0,0.0031
157993,0,0.0037
157994,0,0.0039
157995,0,0.0036
157996,0,0.0011
157997,0,0.0052
157998,0,0.0028
157999,0,0.0016
158000,0,0.0013
158001,0,0.0142
158002,0,0.0019
158003,0,0.002
158004,0,0.0021
158005,0,0.0032
158006,0,0.0006
158007,0,0.0036
158008,0,0.0017
158009,0,0.003
158010,0,0.0014
158011,0,0.0018
158012,0,0.0018
158013,0,0.0029
158014,0,0.0025
158015,0,0.0034
158016,0,0.0095
158017,0,0.0064
158018,0,0.0016
158019,0,0.0018
158020,0,0.0069
158021,0,0.0014
158022,0,0.0044
158023,0,0.0008
158024,0,0.0019
158025,0,0.0007
158026,0,0.0013
158027,0,0.0036
158028,0,0.0097
158029,0,0.0018
158030,0,0.0011
158031,0,0.0015
158032,0,0.0023
158033,0,0.0027
158034,0,0.0074
158035,0,0.0016
158036,0,0.0006
158037,0,0.0025
158038,0,0.0001
158039,0,0.0078
158040,0,0.001
158041,0,0.0011
158042,0,0.0013
158043,0,0.0018
158044,0,0.0015
158045,0,0.0012
158046,0,0.001
158047,0,0.0054
158048,0,0.0011
158049,0,0.0008
158050,0,0.0033
158051,0,0.0025
158052,0,0.0021
158053,0,0.0013
158054,0,0.0033
158055,0,0.0015
158056,0,0.0034
158057,0,0.003
158058,0,0.0007
158059,0,0.0016
158060,0,0.0007
158061,0,0.0057
158062,0,0.0069
158063,0,0.0003
158064,0,0.0018
158065,0,0.0055
158066,0,0.0011
158067,0,0.0007
158068,0,0.0148
158069,1,0.9996
158070,0,0.007
158071,0,0.002
158072,0,0.0049
158073,0,0.0041
158074,0,0.002
158075,0,0.0049
158076,0,0.0005
158077,1,1.0
158078,0,0.0099
158079,0,0.0005
158080,0,0.0105
158081,0,0.002
158082,0,0.0012
158083,0,0.009
158084,0,0.0246
158085,0,0.0034
158086,0,0.0024
158087,0,0.0056
158088,0,0.0025
158089,0,0.0012
158090,0,0.001
158091,0,0.0005
158092,0,0.0002
158093,0,0.0034
158094,0,0.0035
158095,0,0.0055
158096,0,0.001
158097,0,0.0013
158098,0,0.0019
158099,0,0.0013
158100,0,0.0007
158101,0,0.0015
158102,0,0.003
158103,0,0.0022
158104,0,0.001
158105,0,0.0036
158106,0,0.0006
158107,0,0.0047
158108,0,0.0011
158109,0,0.0025
158110,0,0.0047
158111,0,0.0013
158112,0,0.0019
158113,0,0.0026
158114,0,0.0064
158115,0,0.002
158116,0,0.0109
158117,0,0.0013
158118,0,0.0091
158119,0,0.0014
158120,0,0.0042
158121,0,0.0009
158122,0,0.0043
158123,0,0.0008
158124,0,0.0022
158125,0,0.0055
158126,0,0.0033
158127,0,0.0008
158128,0,0.0012
158129,0,0.0022
158130,0,0.0036
158131,0,0.0008
158132,0,0.0025
158133,0,0.002
158134,0,0.0071
158135,0,0.0019
158136,0,0.0021
158137,0,0.0047
158138,0,0.0032
158139,0,0.0083
158140,0,0.0025
158141,0,0.0023
158142,0,0.0104
158143,0,0.0053
158144,0,0.0017
158145,0,0.0016
158146,0,0.0003
158147,0,0.0034
158148,0,0.0008
158149,0,0.0029
158150,0,0.0022
158151,0,0.0057
158152,0,0.0011
158153,0,0.0015
158154,0,0.0014
158155,0,0.0011
158156,0,0.0037
158157,0,0.0074
158158,0,0.0048
158159,0,0.0017
158160,0,0.0019
158161,0,0.0029
158162,0,0.0012
158163,0,0.0016
158164,0,0.0068
158165,0,0.0014
158166,0,0.0018
158167,0,0.0011
158168,0,0.0045
158169,0,0.0029
158170,0,0.0018
158171,1,0.9923
158172,0,0.0006
158173,0,0.0088
158174,0,0.006
158175,0,0.0007
158176,0,0.0088
158177,0,0.0125
158178,0,0.0019
158179,0,0.0053
158180,0,0.0019
158181,0,0.0296
158182,0,0.0052
158183,0,0.0008
158184,0,0.0026
158185,0,0.0037
158186,0,0.0015
158187,0,0.0003
158188,0,0.0031
158189,0,0.0036
158190,0,0.0035
158191,0,0.0007
158192,0,0.0054
158193,0,0.0006
158194,0,0.0065
158195,0,0.0013
158196,0,0.0011
158197,0,0.0038
158198,0,0.0035
158199,0,0.0113
158200,0,0.0014
158201,0,0.0106
158202,0,0.0022
158203,0,0.0023
158204,0,0.0042
158205,0,0.0046
158206,0,0.0012
158207,0,0.0022
158208,0,0.008
158209,0,0.0034
158210,0,0.0014
158211,0,0.0014
158212,0,0.0078
158213,0,0.0039
158214,0,0.0084
158215,0,0.0017
158216,0,0.0045
158217,0,0.006
158218,0,0.0015
158219,0,0.0021
158220,0,0.0024
158221,0,0.0023
158222,0,0.0068
158223,0,0.002
158224,0,0.0006
158225,0,0.0012
158226,0,0.0027
158227,0,0.005
158228,1,0.9999
158229,0,0.0007
158230,0,0.0027
158231,0,0.0046
158232,0,0.0041
158233,0,0.0051
158234,0,0.0131
158235,0,0.0017
158236,1,0.9911
158237,0,0.0006
158238,0,0.0025
158239,0,0.0012
158240,0,0.0024
158241,0,0.0039
158242,0,0.0009
158243,0,0.0016
158244,0,0.0086
158245,0,0.0012
158246,0,0.0022
158247,0,0.0006
158248,0,0.0058
158249,0,0.0006
158250,0,0.0007
158251,0,0.0012
158252,0,0.0017
158253,0,0.0009
158254,0,0.0017
158255,0,0.0011
158256,0,0.0023
158257,0,0.0024
158258,0,0.0028
158259,1,0.996
158260,0,0.0008
158261,0,0.004
158262,0,0.0008
158263,0,0.001
158264,0,0.0017
158265,0,0.0039
158266,0,0.0028
158267,0,0.001
158268,0,0.0016
158269,0,0.0043
158270,0,0.003
158271,0,0.0018
158272,0,0.0009
158273,0,0.0016
158274,0,0.0107
158275,0,0.0037
158276,0,0.0035
158277,0,0.0012
158278,0,0.0072
158279,0,0.0005
158280,0,0.0032
158281,0,0.009
158282,0,0.0004
158283,0,0.0107
158284,0,0.0006
158285,0,0.0021
158286,0,0.0016
158287,0,0.0128
158288,0,0.0017
158289,0,0.0085
158290,0,0.0014
158291,0,0.001
158292,0,0.0024
158293,0,0.0032
158294,0,0.0027
158295,0,0.0021
158296,0,0.0042
158297,0,0.0023
158298,0,0.0014
158299,0,0.0022
158300,0,0.011
158301,0,0.0011
158302,0,0.0025
158303,0,0.0037
158304,0,0.0019
158305,0,0.003
158306,0,0.0013
158307,0,0.0029
158308,0,0.0044
158309,0,0.0081
158310,0,0.0005
158311,0,0.0026
158312,0,0.0015
158313,0,0.0037
158314,0,0.0011
158315,0,0.001
158316,0,0.0067
158317,0,0.0013
158318,0,0.0007
158319,0,0.0024
158320,0,0.0025
158321,0,0.0004
158322,0,0.0004
158323,0,0.0022
158324,0,0.0008
158325,0,0.0052
158326,0,0.0014
158327,0,0.0008
158328,0,0.0088
158329,0,0.0021
158330,0,0.0011
158331,0,0.0014
158332,0,0.0123
158333,0,0.0017
158334,0,0.0011
158335,0,0.0015
158336,0,0.0052
158337,0,0.0023
158338,0,0.0025
158339,0,0.0052
158340,0,0.0038
158341,0,0.0037
158342,0,0.0009
158343,0,0.0036
158344,0,0.0058
158345,0,0.0014
158346,0,0.0017
158347,0,0.005
158348,0,0.0017
158349,0,0.0065
158350,0,0.0011
158351,0,0.0032
158352,0,0.0011
158353,0,0.0016
158354,0,0.0057
158355,0,0.0043
158356,0,0.0028
158357,0,0.0021
158358,0,0.0017
158359,0,0.0025
158360,0,0.0017
158361,0,0.0033
158362,0,0.0008
158363,0,0.0023
158364,0,0.0009
158365,0,0.0084
158366,0,0.002
158367,0,0.0037
158368,0,0.0008
158369,0,0.0022
158370,0,0.0011
158371,0,0.0093
158372,0,0.0024
158373,0,0.0006
158374,0,0.0024
158375,0,0.0033
158376,0,0.0025
158377,0,0.0044
158378,0,0.0026
158379,0,0.0023
158380,0,0.0056
158381,0,0.0016
158382,0,0.0015
158383,0,0.0005
158384,0,0.0038
158385,0,0.0006
158386,0,0.0033
158387,0,0.0018
158388,0,0.0014
158389,0,0.0
158390,0,0.0012
158391,0,0.0004
158392,0,0.0067
158393,0,0.0014
158394,0,0.0023
158395,0,0.0006
158396,0,0.0004
158397,0,0.0027
158398,0,0.0007
158399,0,0.0028
158400,0,0.0011
158401,0,0.0004
158402,0,0.0043
158403,0,0.0007
158404,0,0.002
158405,0,0.0011
158406,0,0.0017
158407,0,0.0025
158408,0,0.0023
158409,0,0.003
158410,0,0.0011
158411,0,0.0014
158412,0,0.0028
158413,0,0.0111
158414,0,0.0093
158415,0,0.0065
158416,0,0.0027
158417,0,0.0025
158418,0,0.0003
158419,0,0.0023
158420,0,0.0135
158421,0,0.0016
158422,0,0.0014
158423,0,0.0011
158424,0,0.0008
158425,0,0.0019
158426,0,0.0018
158427,0,0.0149
158428,0,0.0046
158429,0,0.0019
158430,0,0.0036
158431,0,0.0077
158432,0,0.0039
158433,0,0.0005
158434,0,0.0014
158435,0,0.014
158436,0,0.003
158437,0,0.0008
158438,0,0.002
158439,0,0.0007
158440,0,0.0028
158441,0,0.0045
158442,0,0.0021
158443,0,0.0009
158444,0,0.0072
158445,0,0.0007
158446,0,0.0058
158447,0,0.0097
158448,0,0.0021
158449,0,0.0365
158450,0,0.0045
158451,0,0.001
158452,0,0.002
158453,0,0.001
158454,0,0.0017
158455,0,0.0007
158456,0,0.0082
158457,0,0.0069
158458,0,0.0023
158459,0,0.0112
158460,0,0.0013
158461,0,0.0005
158462,0,0.0052
158463,0,0.0151
158464,0,0.0006
158465,0,0.0017
158466,0,0.0022
158467,0,0.001
158468,0,0.0073
158469,0,0.0067
158470,0,0.001
158471,0,0.0004
158472,0,0.0018
158473,0,0.0048
158474,0,0.0003
158475,0,0.0011
158476,0,0.0026
158477,0,0.0033
158478,0,0.0062
158479,0,0.0084
158480,0,0.0119
158481,0,0.0107
158482,0,0.0012
158483,0,0.0038
158484,0,0.0033
158485,0,0.0054
158486,0,0.0095
158487,0,0.0015
158488,0,0.0014
158489,0,0.0008
158490,0,0.0061
158491,0,0.0017
158492,0,0.0025
158493,0,0.0015
158494,0,0.0014
158495,0,0.0086
158496,0,0.0013
158497,0,0.0021
158498,0,0.0011
158499,0,0.0594
158500,0,0.0037
158501,0,0.0008
158502,0,0.0026
158503,0,0.0007
158504,0,0.0016
158505,0,0.0096
158506,0,0.0013
158507,0,0.0109
158508,0,0.0062
158509,0,0.0008
158510,0,0.0008
158511,0,0.0046
158512,0,0.0014
158513,0,0.0017
158514,0,0.0021
158515,0,0.0041
158516,0,0.0012
158517,0,0.0013
158518,0,0.0019
158519,0,0.0009
158520,0,0.0019
158521,0,0.0029
158522,0,0.0009
158523,0,0.008
158524,0,0.0015
158525,0,0.0076
158526,0,0.0051
158527,0,0.0012
158528,0,0.002
158529,0,0.0008
158530,0,0.0097
158531,0,0.0046
158532,0,0.0045
158533,0,0.0006
158534,0,0.0065
158535,0,0.0036
158536,0,0.0013
158537,0,0.0006
158538,0,0.0007
158539,0,0.009
158540,0,0.0015
158541,0,0.0015
158542,0,0.0012
158543,0,0.0002
158544,0,0.0031
158545,0,0.0017
158546,0,0.0015
158547,0,0.0006
158548,0,0.0004
158549,0,0.001
158550,0,0.0066
158551,0,0.0015
158552,0,0.0006
158553,0,0.0007
158554,0,0.0022
158555,0,0.0017
158556,0,0.003
158557,0,0.0016
158558,0,0.0024
158559,0,0.0023
158560,0,0.0004
158561,0,0.0019
158562,0,0.0022
158563,0,0.0052
158564,0,0.0074
158565,0,0.0013
158566,0,0.002
158567,0,0.0013
158568,0,0.0004
158569,0,0.007
158570,0,0.0014
158571,0,0.0027
158572,0,0.0013
158573,0,0.0016
158574,0,0.0094
158575,0,0.0052
158576,0,0.0012
158577,0,0.0155
158578,0,0.0004
158579,0,0.0213
158580,0,0.0018
158581,0,0.0103
158582,0,0.0036
158583,1,0.9899
158584,0,0.0024
158585,0,0.0031
158586,0,0.0011
158587,0,0.0014
158588,0,0.0061
158589,0,0.0077
158590,0,0.0061
158591,0,0.0049
158592,0,0.0007
158593,0,0.0033
158594,0,0.003
158595,0,0.0027
158596,0,0.0049
158597,0,0.0057
158598,0,0.0007
158599,0,0.0009
158600,0,0.0088
158601,0,0.0023
158602,0,0.0067
158603,0,0.004
158604,0,0.0077
158605,0,0.0019
158606,0,0.0029
158607,0,0.0026
158608,0,0.0006
158609,0,0.0006
158610,0,0.0016
158611,0,0.0063
158612,0,0.0044
158613,0,0.0033
158614,0,0.0032
158615,0,0.0053
158616,0,0.0045
158617,0,0.0018
158618,0,0.0021
158619,0,0.0088
158620,0,0.0083
158621,0,0.0006
158622,0,0.0015
158623,0,0.0377
158624,0,0.0018
158625,0,0.0062
158626,0,0.0012
158627,0,0.0022
158628,0,0.0016
158629,0,0.0002
158630,0,0.0013
158631,0,0.0017
158632,0,0.001
158633,0,0.0016
158634,0,0.0017
158635,0,0.0004
158636,0,0.0016
158637,0,0.002
158638,0,0.0008
158639,0,0.0056
158640,0,0.0005
158641,0,0.0043
158642,0,0.0017
158643,0,0.0009
158644,0,0.0015
158645,0,0.0057
158646,0,0.0014
158647,0,0.001
158648,0,0.0012
158649,0,0.0007
158650,0,0.0027
158651,0,0.0019
158652,0,0.0019
158653,0,0.0018
158654,0,0.0095
158655,0,0.01
158656,0,0.0054
158657,0,0.0114
158658,0,0.0054
158659,0,0.0008
158660,0,0.0033
158661,0,0.0045
158662,0,0.0014
158663,0,0.0006
158664,0,0.0092
158665,0,0.0041
158666,0,0.0013
158667,0,0.0041
158668,0,0.0009
158669,0,0.0051
158670,0,0.0035
158671,0,0.0055
158672,0,0.0148
158673,0,0.0042
158674,0,0.0006
158675,0,0.0019
158676,0,0.0049
158677,1,0.9998
158678,0,0.0011
158679,0,0.0095
158680,0,0.0113
158681,0,0.0011
158682,0,0.0087
158683,0,0.0001
158684,0,0.005
158685,0,0.0011
158686,0,0.0013
158687,0,0.0018
158688,0,0.0028
158689,0,0.002
158690,0,0.0017
158691,0,0.0079
158692,0,0.0026
158693,0,0.0007
158694,0,0.0012
158695,0,0.0009
158696,0,0.0006
158697,0,0.0011
158698,0,0.0035
158699,0,0.0045
158700,0,0.0041
158701,0,0.0039
158702,0,0.0012
158703,0,0.0122
158704,0,0.0074
158705,0,0.0018
158706,0,0.001
158707,0,0.0027
158708,0,0.0009
158709,0,0.0024
158710,0,0.002
158711,0,0.0067
158712,0,0.0036
158713,0,0.0023
158714,0,0.0146
158715,0,0.0025
158716,0,0.0021
158717,0,0.003
158718,0,0.0005
158719,0,0.0008
158720,0,0.0027
158721,0,0.0019
158722,0,0.0103
158723,0,0.0019
158724,0,0.0116
158725,0,0.0034
158726,0,0.0012
158727,0,0.0027
158728,0,0.0006
158729,0,0.003
158730,0,0.0017
158731,0,0.0012
158732,0,0.0007
158733,0,0.0015
158734,0,0.001
158735,0,0.0011
158736,0,0.0012
158737,0,0.0033
158738,0,0.011
158739,0,0.0009
158740,0,0.0008
158741,0,0.0021
158742,0,0.003
158743,1,0.9953
158744,0,0.0019
158745,0,0.0022
158746,0,0.0039
158747,0,0.0135
158748,0,0.0013
158749,0,0.0022
158750,0,0.0024
158751,0,0.0046
158752,0,0.006
158753,0,0.0015
158754,0,0.002
158755,0,0.0035
158756,0,0.0034
158757,0,0.0011
158758,0,0.001
158759,0,0.0054
158760,0,0.0007
158761,0,0.0056
158762,0,0.0083
158763,0,0.0008
158764,0,0.001
158765,0,0.0029
158766,0,0.0007
158767,0,0.0039
158768,0,0.0018
158769,0,0.0009
158770,0,0.0014
158771,0,0.0006
158772,0,0.0044
158773,0,0.0074
158774,0,0.002
158775,0,0.0028
158776,0,0.0056
158777,0,0.0017
158778,0,0.0025
158779,0,0.0006
158780,0,0.0042
158781,0,0.0047
158782,0,0.005
158783,0,0.0014
158784,0,0.0015
158785,0,0.012
158786,0,0.0032
158787,0,0.0108
158788,0,0.0055
158789,0,0.0032
158790,0,0.0044
158791,0,0.0022
158792,0,0.0022
158793,0,0.001
158794,0,0.0025
158795,0,0.0005
158796,0,0.003
158797,0,0.0009
158798,0,0.0031
158799,0,0.0032
158800,0,0.0014
158801,0,0.0021
158802,0,0.0024
158803,0,0.002
158804,0,0.006
158805,0,0.0014
158806,0,0.0072
158807,1,0.9995
158808,0,0.0013
158809,0,0.0029
158810,0,0.0014
158811,0,0.0054
158812,0,0.0143
158813,0,0.001
158814,0,0.0023
158815,0,0.0007
158816,0,0.0011
158817,0,0.0026
158818,0,0.0032
158819,0,0.0035
158820,0,0.0019
158821,0,0.0054
158822,0,0.0044
158823,0,0.0012
158824,0,0.0056
158825,0,0.0007
158826,0,0.0021
158827,0,0.0012
158828,0,0.0009
158829,0,0.0022
158830,0,0.002
158831,0,0.0009
158832,0,0.0059
158833,0,0.0033
158834,0,0.0007
158835,0,0.0239
158836,0,0.0031
158837,0,0.0236
158838,0,0.0065
158839,0,0.0083
158840,0,0.0034
158841,0,0.0018
158842,0,0.0011
158843,0,0.0033
158844,0,0.0057
158845,0,0.0034
158846,0,0.0013
158847,0,0.0019
158848,0,0.0023
158849,0,0.0019
158850,0,0.0016
158851,0,0.0011
158852,0,0.0041
158853,0,0.0032
158854,0,0.001
158855,0,0.0007
158856,0,0.0007
158857,0,0.0087
158858,0,0.0036
158859,0,0.0027
158860,0,0.0017
158861,0,0.0007
158862,0,0.003
158863,0,0.0054
158864,0,0.0028
158865,0,0.0005
158866,0,0.0022
158867,0,0.0034
158868,0,0.0016
158869,0,0.0012
158870,0,0.0007
158871,0,0.0032
158872,0,0.0014
158873,0,0.0019
158874,1,0.9966
158875,0,0.0049
158876,0,0.0014
158877,0,0.0003
158878,0,0.0047
158879,0,0.0073
158880,0,0.0057
158881,0,0.0016
158882,0,0.0004
158883,0,0.0031
158884,0,0.0111
158885,0,0.0007
158886,0,0.0041
158887,0,0.0063
158888,0,0.0011
158889,0,0.0072
158890,0,0.006
158891,0,0.0018
158892,0,0.0112
158893,0,0.0027
158894,0,0.0042
158895,0,0.0051
158896,0,0.0006
158897,0,0.0206
158898,0,0.0019
158899,0,0.0021
158900,0,0.0018
158901,0,0.0008
158902,1,0.997
158903,0,0.0013
158904,0,0.0029
158905,0,0.0028
158906,0,0.0029
158907,0,0.0039
158908,0,0.0013
158909,0,0.0077
158910,0,0.0034
158911,0,0.0046
158912,0,0.0105
158913,0,0.0028
158914,0,0.0029
158915,0,0.0013
158916,0,0.0015
158917,0,0.001
158918,0,0.0008
158919,0,0.0015
158920,0,0.0008
158921,0,0.0136
158922,0,0.0127
158923,0,0.0031
158924,0,0.0005
158925,0,0.0014
158926,0,0.0058
158927,0,0.0011
158928,0,0.0059
158929,0,0.0013
158930,0,0.0063
158931,0,0.0096
158932,0,0.0006
158933,0,0.0022
158934,0,0.0032
158935,0,0.0004
158936,0,0.0092
158937,0,0.0034
158938,0,0.006
158939,0,0.017
